"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"ertrag_bez";"ertrag_kur";"NAME_HAUPT";"NAME_UNTER";"X";"Y"
"31";31;"Uckermark";"Neumeichow";"14";"14";"5895195.09502952";"430900.32239895";36872;"EE";"2031";"LBK Dechsel";36872;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Neumeichow 14";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430900.32239895 5895195.09502952)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";430900,32;5895195,1
"32";32;"Uckermark";"Petershagen";"3";"3";"5899884.00040081";"451385.17678248";733;"EE";"2032";"LBK Dechsel";733;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Petershagen 3";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (451385.17678248 5899884.00040081)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";451385,18;5899884
"33";33;"Uckermark";"Prenzlau";"23";"23";"5906231.74996187";"424266.09419774";17574;"EE";"2033";"LBK Dechsel";17574;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 23";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424266.09419774 5906231.74996187)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";424266,09;5906231,75
"34";34;"Uckermark";"Prenzlau";"76";"2/23 (76)";"5907381.29152103";"424126.16241646";17627;"EE";"2034";"LBK Dechsel";17627;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 76";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424126.16241646 5907381.29152103)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen vorherrschend >50";"r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";424126,16;5907381,29
"35";35;"Uckermark";"Prenzlau";"174";"174";"5905352.08582948";"425775.48096166";17725;"EE";"2035";"LBK Dechsel";17725;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 174";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425775.48096166 5905352.08582948)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";425775,48;5905352,09
"36";36;"Uckermark";"Roepersdorf";"19";"19";"5905112.21457373";"422696.71015909";17808;"EE";"2036";"LBK Dechsel";17808;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Roepersdorf 19";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422696.71015909 5905112.21457373)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";422696,71;5905112,21
"37";37;"Uckermark";"Schoenermark OW";"11";"11";"5884570.27670294";"437410.60434813";807;"EE";"2037";"LBK Dechsel";807;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenermark OW 11";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (437410.60434813 5884570.27670294)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";437410,6;5884570,28
"38";38;"Uckermark";"Schoenermark NWU";"11";"11";"5911049.9117885";"415849.51271554";17910;"EE";"2038";"LBK Dechsel";17910;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenermark NWU 11";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (415849.51271554 5911049.9117885)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";415849,51;5911049,91
"39";39;"Uckermark";"Schoenwerder";"26";"26";"5912859.11194302";"422996.67258514";17975;"EE";"2039";"LBK Dechsel";17975;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schoenwerder 26";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422996.67258514 5912859.11194302)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";422996,67;5912859,11
"40";40;"Brandenburg (Havel)";"Schmerzke";"1";"1";"5806261.97985242";"334197.25917489";26321;"EE";"2040";"LBK Dechsel";26321;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schmerzke 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (334197.25917489 5806261.97985242)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Brandenburg-Potsdamer Havelgebiet";334197,26;5806261,98
"41";41;"Dahme-Spreewald";"Schulzendorf";"1";"1";"5802663.41073711";"403963.11529525";10273;"EE";"2041";"LBK Dechsel";10273;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schulzendorf 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (403963.11529525 5802663.41073711)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Teltowplatte";403963,12;5802663,41
"42";42;"Uckermark";"Schwaneberg";"39";"39";"5910150.00006231";"441369.29345215";18022;"EE";"2042";"LBK Dechsel";18022;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schwaneberg 39";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (441369.29345215 5910150.00006231)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";441369,29;5910150
"43";43;"Oberspreewald-Lausitz";"Senftenberg";"1";"1/1 (1)";"5707971.02609361";"430912.31582629";31688;"EE";"2043";"LBK Dechsel";31688;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Senftenberg 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430912.31582629 5707971.02609361)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"überwiegend versiegelt und verbreitet Bodenzahlen <30";"n/v";"OBERLAUSITZER HEIDELAND";"Muskauer Heide";430912,32;5707971,03
"44";44;"Uckermark";"Strehlow";"1";"1";"5897885.1008125";"423196.43330232";18133;"EE";"2044";"LBK Dechsel";18133;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Strehlow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (423196.43330232 5897885.1008125)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen vorherrschend >50";"r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";423196,43;5897885,1
"45";45;"Uckermark";"Strehlow";"9";"9";"5897735.16931405";"422396.75165086";18141;"EE";"2045";"LBK Dechsel";18141;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Strehlow 9";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422396.75165086 5897735.16931405)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";422396,75;5897735,17
"46";46;"Uckermark";"Tornow";"1";"1";"5916797.45500563";"430633.65922485";18150;"EE";"2046";"LBK Dechsel";18150;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Tornow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430633.65922485 5916797.45500563)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";430633,66;5916797,46
"47";47;"Uckermark";"Trampe";"3";"3";"5913858.53353034";"439759.97683353";18175;"EE";"2047";"LBK Dechsel";18175;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Trampe 3";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439759.97683353 5913858.53353034)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";439759,98;5913858,53
"48";48;"Uckermark";"Wallmow";"1";"1";"5913698.59847581";"439670.01111976";18208;"EE";"2048";"LBK Dechsel";18208;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wallmow 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439670.01111976 5913698.59847581)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";439670,01;5913698,6
"49";49;"Uckermark";"Warnitz";"17";"17";"5893148.98046078";"424633.80779006";18236;"EE";"2049";"LBK Dechsel";18236;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Warnitz 17";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424633.80779006 5893148.98046078)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE";"Uckermärkisches Hügelland";424633,81;5893148,98
"50";50;"Elbe-Elster";"Wiederau";"1";"1";"5720144.43075305";"383674.66752677";8483;"EE";"2050";"LBK Dechsel";8483;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wiederau 1";"nein";"Angabe übernommen von MIW 2021, Verortung vom BLDAM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (383674.66752677 5720144.43075305)";"LBK-Dechseleinzelfunde_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Dechseleinzelfunde_MIW.shp";"Bodenzahlen vorherrschend <30";"n";"ELBE-MULDE-TIEFLAND";"Elbe-Elster Tiefland";383674,67;5720144,43
"51";1;"Frankfurt (Oder)";"Frankfurt";NA;NA;"5801543.19846539";"465718.38824914";NA;"SS";"3001";"LBK Siedlungen";6297;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Frankfurt 33";NA;NA;33;"33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"unbek.";NA;"Einzel-/Lesefunde";NA;NA;"Point (465718.38824914 5801543.19846539)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"OSTBRANDENBURGISCHE PLATTE";"Lebusplatte";465718,39;5801543,2
"52";2;"Havelland";"Nauen";NA;NA;"5832565.33640421";"356236.27942028";NA;"F";"3002";"LBK Siedlungen";12669;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Nauen 21";NA;NA;21;"21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (356236.27942028 5832565.33640421)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";356236,28;5832565,34
"53";3;"Havelland";"Rathenow";NA;NA;"5829141.83647273";"319485.63452516";NA;"F";"3003";"LBK Siedlungen";19800;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Rathenow 36";NA;NA;36;"36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (319485.63452516 5829141.83647273)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"ELBTALNIEDERUNG";"Untere Havelniederung";319485,63;5829141,84
"54";4;"Havelland";"Wachow";NA;NA;"5822899.39545552";"347923.42994588";NA;"F";"3004";"LBK Siedlungen";12906;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wachow 5";NA;NA;5;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (347923.42994588 5822899.39545552)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";347923,43;5822899,4
"55";5;"Havelland";"Wachow";NA;NA;"5821331.41902766";"348088.37150579";NA;"F";"3005";"LBK Siedlungen";46207;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wachow 20";NA;NA;20;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (348088.37150579 5821331.41902766)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";348088,37;5821331,42
"56";6;"Havelland";"Wagenitz";NA;NA;"5838439.93044269";"340662.71506864";NA;"SH";"3006";"LBK Siedlungen";49460;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wagenitz 11";NA;NA;11;"11/6 (11)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (340662.71506864 5838439.93044269)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Westhavelländisches Ländchen";340662,72;5838439,93
"57";7;"Havelland";"Bredow";NA;NA;"5829413.9534012";"358501.65639756";NA;"SS";"3007";"LBK Siedlungen";12310;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bredow 2";NA;NA;2;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (358501.65639756 5829413.9534012)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";358501,66;5829413,95
"58";8;"Havelland";"Bredow";NA;NA;"5829469.9344619";"358478.97050385";NA;"SS";"3008";"LBK Siedlungen";12326;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bredow 18";NA;NA;18;"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (358478.97050385 5829469.9344619)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";358478,97;5829469,93
"59";9;"Havelland";"Bredow";NA;NA;"5827503.68864887";"358116.93073589";NA;"SS";"3009";"LBK Siedlungen";31670;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Bredow 24";NA;NA;24;"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (358116.93073589 5827503.68864887)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet >50";"r/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";358116,93;5827503,69
"60";10;"Havelland";"Buchow-Karpzow";NA;NA;"5820568.318548";"359939.76354231";NA;"SS";"3010";"LBK Siedlungen";12346;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Buchow-Karpzow 9";NA;NA;9;"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (359939.76354231 5820568.318548)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";359939,76;5820568,32
"61";11;"Havelland";"Gohlitz";NA;NA;"5823566.52798902";"349567.33355152";NA;"SS";"3011";"LBK Siedlungen";12540;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Gohlitz 5";NA;NA;5;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (349567.33355152 5823566.52798902)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";349567,33;5823566,53
"62";12;"Havelland";"Groß Behnitz";NA;NA;"5828208.61254051";"348754.80378607";NA;"SS";"3012";"LBK Siedlungen";12563;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Groß Behnitz 15";NA;NA;15;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (348754.80378607 5828208.61254051)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";348754,8;5828208,61
"63";13;"Havelland";"Hoppenrade";NA;NA;"5823464.43928188";"359116.61367656";NA;"SS";"3013";"LBK Siedlungen";25385;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Hoppenrade 6";NA;NA;6;"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (359116.61367656 5823464.43928188)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";359116,61;5823464,44
"64";14;"Havelland";"Lietzow";NA;NA;"5831554.85886416";"352266.50180018";NA;"SS";"3014";"LBK Siedlungen";12630;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Lietzow 2";NA;NA;2;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (352266.50180018 5831554.85886416)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";352266,5;5831554,86
"65";15;"Havelland";"Niebede";NA;NA;"5823455.00057494";"349962.97620333";NA;"SS";"3015";"LBK Siedlungen";12715;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Niebede 4";NA;NA;4;"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (349962.97620333 5823455.00057494)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Nauener Platte";349962,98;5823455
