"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"Bodenabt_1";"EL.Elevati";"X";"Y"
"643";NA;"Oberhavel";"Burgwall";NA;NA;"5878687";"386579";NA;NA;"360";"Mesolithikum";7568;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Burgwall - 1";"nein";"Walzenbeil, aber auch TBK-Beile und Beil des 4 Jts.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (386579 5878687)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";45,85;0,61594;-54,35055;NA;NA;265,89188;5;2;2;0,98242;21,74718;0,13468;NA;NA;NA;NA;NA;NA;386579;5878687
"644";NA;"Oberhavel";"Badingen";NA;NA;"5874699";"382430";NA;NA;"361";"Mesolithikum";28695;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Badingen - 7";"nein";"eine Geweihaxt, Datierung??; 100 m nordöstlich von Höhe 52,9; kreismuseum Gransee; niederung, Toniger Boden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (382430 5874699)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";50,46;NA;-1,13582;3,4226;3,00124;16,31086;6;22;NA;0,8492;13,36522;1,69453;2;3;3;10,68932;5,94747;NA;382430;5874699
"645";NA;"Oberhavel";"Germendorf";NA;NA;"5845724";"378068";NA;NA;"362";"Mesolithikum";14698;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Germendorf - 3";"nein";"eine durchbohrte Geweihaxt T-AXT, ein Silexbeil TBK; am Moorgraben / Muhre; Kirsch 1993";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (378068 5845724)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";34,73;NA;35,3463;0,37317;0,37366;151,08841;2;2;2;0,96744;19,83241;0,27138;3;1;2;2,84057;2,63397;NA;378068;5845724
"646";NA;"Oberhavel";"Kappe";NA;NA;"5867808";"393598";NA;NA;"363";"Mesolithikum";33363;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kappe - 8";"nein";"Walzenbeil, Geröllkeule?; War ehemals Fpl. 7 von Zehdenick-Staatsforst.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (393598 5867808)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";43,22;NA;-9,88106;0,82626;0,83328;113,56321;2;2;2;0,97245;19,96831;0,32655;4;0;0;0,39818;0,36549;NA;393598;5867808
"647";NA;"Oberhavel";"Krewelin";NA;NA;"5867269";"391415";NA;NA;"364";"Mesolithikum";7670;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Krewelin - 13";"nein";"ein Walzenbeil; Sand; MUFP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (391415 5867269)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";43,53;NA;4,86738;0,95409;0,51154;251,50308;2;2;2;0,92582;17,32802;0,60022;NA;NA;NA;NA;NA;NA;391415;5867269
"648";NA;"Oberhavel";"Oranienburg";NA;NA;"5845362";"381867";NA;NA;"365";"Mesolithikum";57790;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Oranienburg - 42";"nein";"Mesolithische Geweihhacke (Rothirsch),L. ca. 23 cm,  im Schaft gebrochen
2 Tierknochenfragmente: Fragment von rechtem Unterkiefer (Wildschwein), Fragment von linkem Schienbein (Rothirsch); Bei Bombenentschärfung in 4,10 Metern Tiefe in einer Torfschicht";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (381867 5845362)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";31,97;0,66395;1,26157;1,46408;0,8668;220,24115;3;20;1;0,94053;19,26011;2,07377;NA;NA;NA;NA;NA;NA;381867;5845362
"649";NA;"Oberspreewald-Lausitz";"Leipe";NA;NA;"5745737";"434092";NA;NA;"366";"Mesolithikum";38850;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Leipe - 1";"nein";"1.F   1 Feuersteinbeil, Pickel, L: 10 cm;  INV 1995:557";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (434092 5745737)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";52,53;NA;1,58786;1,74757;1,70444;354,28018;6;20;1;0,92152;16,93592;0,85837;NA;NA;NA;NA;NA;NA;434092;5745737
"650";NA;"Oberspreewald-Lausitz";"Lübbenau";NA;NA;"5746722";"429251";NA;NA;"367";"Mesolithikum";3406;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lübbenau - 5";"nein";"ein Schuhleistenkeil und ein Walzenbeil; Dammstr. (früher Maxim-Gorki-Str. ) 8;  Museum Lübbenau";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (429251 5746722)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";51,23;NA;-7,1445;0,78738;0,7943;264,27185;2;2;2;0,96741;20,38964;0,64878;NA;NA;NA;NA;NA;NA;429251;5746722
"651";NA;"Oder-Spree";"Rieplos";NA;NA;"5795507";"424985";NA;NA;"368";"Mesolithikum";1342;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Rieplos - 3";"nein";"""Federmesser/ Spitze"", Datierung unsicher";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (424985 5795507)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";38,28;NA;5,57474;1,0647;1,06758;90,81228;2;2;2;0,94859;16,17949;0,41342;NA;NA;NA;NA;NA;NA;424985;5795507
"652";NA;"Oder-Spree";"Fürstenwalde";NA;NA;"5801560";"435610";NA;NA;"369";"Mesolithikum";6606;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Fürstenwalde - 5";"nein";"eine Geweihhacke im flachen Wasser; nach Zeichnung wahrscheinlich mesolithisch;
Koordinatenänderung A. Winkelmann; Hafengelände I in der Alten Stadt; Mus. Fürstenwalde";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (435610 5801560)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";36,82;NA;1,58141;0,25618;0,23446;256,85168;2;2;2;0,96986;21,27698;2,62352;NA;NA;NA;NA;NA;NA;435610;5801560
"653";NA;"Oder-Spree";"Fürstenwalde-Süd";NA;NA;"5798176";"437640";NA;NA;"370";"Mesolithikum";6614;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Fürstenwalde-Süd - 5";"nein";"Feuersteinabschlag";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (437640 5798176)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";42,46;NA;0,91247;0,50845;0,48238;39,1097;2;2;2;0,94585;15,33609;1,60008;2;NA;1;NA;1,40536;NA;437640;5798176
"654";NA;"Oder-Spree";"Tempelberg";NA;NA;"5811060";"441829";NA;NA;"371";"Mesolithikum";27512;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Tempelberg - 17";"nein";"INV 1997:95; Sand   1.F     Flintartefakte

  2.F     1 Dreiecksmikrolith

  3.F     1 Querschneider

  4.F     1 Flintbeilabspliß

  5.T     1 Schalenrand mit Innenrandverzierung in doppelter Zickzacklinie

  6.T     verschiedene uncharakteristische Wa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (441829 5811060)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";69,33;NA;0,4974;2,76945;0,46051;54,29237;6;3;3;0,90272;11,94728;1,31226;3;2;2;7,75125;4,29792;NA;441829;5811060
"655";NA;"Oder-Spree";"Schwerin";NA;NA;"5782992";"422156";NA;NA;"372";"Mesolithikum";34518;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Schwerin - 11";"nein";"Kernbeil, kerne, Kratzer, Stichel, UG-Keramik; Fpl.-Nr. vergeben, s. FM 222 v. 22.1.91, Fpl. 6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (422156 5782992)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";38,99;NA;-0,59022;1,13342;0,81829;312,3403;2;2;2;0,93467;14,55745;1,24283;4;1;1;1,97069;1,28035;NA;422156;5782992
"656";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5866215";"330914";NA;NA;"373";"Mesolithikum";10442;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 12";"nein";"ansatzweise bearbeitete Hirschgeweihsprosse, Datierung ""nur"" wahrscheinlich! Lage aufgrund der Lageskizze vom Horstberg ""entfernt""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330914 5866215)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";37,03;NA;59,32172;0,3602;0,34686;104,76648;2;2;2;0,9778;21,36884;0,45725;1;3;4;10,41542;10,27214;NA;330914;5866215
"657";NA;"Ostprignitz-Ruppin";"Kötzlin";NA;NA;"5865906";"312942";NA;NA;"374";"Mesolithikum";10636;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kötzlin - 9";"nein";"ein Walzenbeil
-Fundort gut über Skizze in FM verortbar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (312942 5865906)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";49,85;NA;-1,46456;3,83632;3,84298;42,40888;NA;22;NA;0,86249;12,15228;0,87788;5;1;1;1,99406;1,23135;NA;312942;5865906
"658";NA;"Ostprignitz-Ruppin";"Dreetz";NA;NA;"5850608";"326736";NA;NA;"375";"Mesolithikum";10554;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Dreetz - 14";"nein";"nördlich vom Rhinkanal; T-AXT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (326736 5850608)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";25,45;NA;10,57336;0,21091;0,19268;240,55469;2;2;2;0,95843;19,16028;0,40809;5;NA;4;NA;10,87434;NA;326736;5850608
"659";NA;"Ostprignitz-Ruppin";"Kyritz";NA;NA;"5873163";"326107";NA;NA;"376";"Mesolithikum";10687;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kyritz - 36";"nein";"ein spitzer Pickel oder Dreikantgerät, Datierung und Ansprache sind zu überprüfen, Fundskizze zeigt eher ein (neolithisches?) Beil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (326107 5873163)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,96;NA;1,8178;3,61404;1,37427;83,79889;6;21;NA;0,89358;14,96055;0,3026;0;1;1;2,02573;2,03585;NA;326107;5873163
"660";NA;"Ostprignitz-Ruppin";"Lohm";NA;NA;"5860773";"318673";NA;NA;"377";"Mesolithikum";10715;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lohm - 12";"nein";"ein Walzenbeil und ein weiteres Beil (Felsgestein)

Walzenbeil siehe FM1939:108

2. Beil nach Abschrift Museumskartei Heiligengrabe: Form 2. Schneide geschweift u. schiefgestellt. Breitseiten an der Seite geschliffen. Grau. 

L=14,8 cm: Grösste Breite=";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (318673 5860773)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";27,54;NA;5,87443;0,55036;0,51184;340,81888;2;2;2;0,93662;15,33512;NA;3;1;1;2,41916;1,89922;NA;318673;5860773
"661";NA;"Ostprignitz-Ruppin";"Roddahn";NA;NA;"5856998";"317745";NA;NA;"378";"Mesolithikum";10781;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Roddahn - 8";"nein";"ein Walzenbeil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (317745 5856998)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";27,16;NA;2,98766;0,09078;0,08551;235,09937;2;2;2;0,95084;15,49498;0,39757;3;1;1;1,1669;1,12257;NA;317745;5856998
"662";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5863361";"328830";NA;NA;"379";"Mesolithikum";10888;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 34";"nein";"Hirschhornaxt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (328830 5863361)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";34,95;NA;1,10725;0,77641;0,7658;136,49071;2;2;2;0,9605;19,96992;1,26792;NA;NA;NA;NA;NA;NA;328830;5863361
"663";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5865356";"330184";NA;NA;"380";"Mesolithikum";10870;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 16";"nein";"eine Hirschhornaxt (T-AXT)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330184 5865356)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";36,25;NA;1,42821;0,14518;0,1344;82,08252;2;2;2;0,97136;20,12978;1,19484;1;NA;6;NA;42,69253;NA;330184;5865356
"664";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5876914";"353885";NA;NA;"381";"Mesolithikum";13047;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 10";"nein";"vermutlich Walzenbeil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (353885 5876914)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";60,91;NA;1,29408;15,36512;12,57558;74,93601;6;23;NA;0,68967;4,59786;6,23147;NA;NA;NA;NA;NA;NA;353885;5876914
"665";NA;"Ostprignitz-Ruppin";"Herzberg";NA;NA;"5865245";"362533";NA;NA;"382";"Mesolithikum";13155;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Herzberg - 4";"nein";"eine Geweihhacke mit Schaftloch; Mus. Neuruppin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362533 5865245)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";41,52;NA;0,0944;1,17625;1,15817;3,94914;2;2;2;0,92592;14,80046;3,9476;NA;NA;NA;NA;NA;NA;362533;5865245
"666";NA;"Ostprignitz-Ruppin";"Langen";NA;NA;"5856103";"351644";NA;NA;"383";"Mesolithikum";13236;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Langen - 1";"nein";"Spitzhaue mit Verbreiterung am Schaftloch....Dat. Nach Gramsch; 8-10 cm oberhalb Torf, in einer rötlichen Sandschicht; daneben Feuerstein Klinge 2 cm und eine Steinkugel ca. 4 cm Durchmesser; Gramsch 1973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (351644 5856103)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";33,83;NA;32,81585;0,21942;0,21919;25,50114;2;2;2;0,96581;20,73841;0,33236;5;2;3;7,09325;7,05899;NA;351644;5856103
"667";NA;"Ostprignitz-Ruppin";"Lüchfeld";NA;NA;"5860538";"344010";NA;NA;"384";"Mesolithikum";13284;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lüchfeld - 2";"nein";"ein Walzenbeil, MUFP, Sand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (344010 5860538)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";40,57;NA;10,62142;1,34629;0,70419;196,09532;6;20;1;0,90793;12,88923;0,18222;NA;NA;NA;NA;NA;NA;344010;5860538
"668";NA;"Ostprignitz-Ruppin";"Wildberg";NA;NA;"5860442";"340487";NA;NA;"385";"Mesolithikum";13450;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wildberg - 3";"nein";"eine kleine Knochenharpune mit einseitige schwach erkennbarer/ausgeprägter Zahnung; Wiesentorf; MUFP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (340487 5860442)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";34,85;NA;2,81381;0,61367;0,53196;310,17242;2;2;2;0,96453;18,70689;2,83466;NA;NA;NA;NA;NA;NA;340487;5860442
"669";NA;"Ostprignitz-Ruppin";"Wildberg";NA;NA;"5859431";"340725";NA;NA;"386";"Mesolithikum";13457;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wildberg - 10";"nein";"einzelne Knochenspitze, einseitig gekerbt; 800 m westsüdwestlich der Höhe 37,2 m; Luftbilder:   
3140/4258-03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (340725 5859431)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";34,97;NA;6,68579;0,18398;0,14862;357,70081;2;2;2;0,97934;20,21706;1,04355;5;4;4;16,46283;12,79785;NA;340725;5859431
"670";NA;"Ostprignitz-Ruppin";"Zechliner Hütte";NA;NA;"5892809";"356883";NA;NA;"387";"Mesolithikum";13499;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Zechliner Hütte - 2";"nein";"1 Kernbeil (Dat. Nach Gramsch); Biermann 2015 Zechlinerhütte (OPR), Fpl.-Nr. 2. Auf der heutigen Halbinsel ""Müggenhorst"", die durch einen Sumpfstreifen vom Festland getrennt ist; keine Befestigungsreste; mittel- u. spätslaw. Scherben. Inselssiedlung d";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (356883 5892809)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";56,57;1,0627;3,45065;0,7498;0,75267;18,52446;5;2;2;0,95956;17,83246;0,08905;1;NA;0;NA;0,44024;NA;356883;5892809
"671";NA;"Ostprignitz-Ruppin";"Altfriesack";NA;NA;"5856977";"357843";NA;NA;"388";"Mesolithikum";13030;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Altfriesack - 2";"nein";"Luftbild 3142/5856-02; ein Walzenbeil; 5857150-5857460, 4560000-4560260; Achtung: Altfriesack Fpl. 1 und 2 gehören (inhaltlich und lagegemäß) zusammen! Burgwall wurde 1942 abgetragen; nahe bei Holzfigur ""Götzenfigur"" aus Holz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (357843 5856977)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";40,35;NA;11,89343;3,62302;3,63433;69,71653;6;22;NA;0,80716;13,84895;5,83852;NA;NA;NA;NA;NA;NA;357843;5856977
"672";NA;"Ostprignitz-Ruppin";"Wulkow bei Alt Ruppin";NA;NA;"5865977";"362007";NA;NA;"389";"Mesolithikum";53123;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wulkow bei Alt Ruppin - 3";"nein";"Lokalisierung absolut unsicher; nach Gramsch: ein Walzenbeil; Nordufer Werbellin-Sees, knapp östlich";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362007 5865977)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";41,11;NA;-4,89995;0,12749;NA;237,6212;2;2;2;0,95208;16,13683;1,67483;NA;NA;NA;NA;NA;NA;362007;5865977
"673";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5872511";"361187";NA;NA;"390";"Mesolithikum";53129;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 23";"nein";"nach Gramsch: ein Kernbeil; Sandhorst nördlich der Hohen Brücke (Gühlenbrücke)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (361187 5872511)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";40,92;NA;1,97515;2,29637;2,28884;63,924;2;2;2;0,90755;15,29855;4,67374;NA;NA;NA;NA;NA;NA;361187;5872511
"674";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5870362";"354377";NA;NA;"391";"Mesolithikum";53132;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 24";"nein";"nach Gramsch: eine feingerätige Spitze; kleine Kuppe am Südwestrand des Molchowsee";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (354377 5870362)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";43,23;NA;2,66038;3,94075;2,99853;31,14818;6;22;NA;0,83467;14,53886;4,58307;NA;NA;NA;NA;NA;NA;354377;5870362
