,KREIS,GEMEINDE,FUNDPLATZN,Fundart,FID,BUNDESLAND,QUELLE,FST,MATERIALUF,BEMERKUNG,kultur2,NAME_HAUPT,NAME_UNTER,X,Y,quelle_georef,QID_quelle_georef,katalognr,fst_id,fst_name,gemeinde,kreis,bundesland,land,perio.do,kultur,entdeckung,QID_entdeckung,publikation_arch,QID_publikation,fundstellenart,QID_fundstellenart,genauigkeit_m,methode,quellen_typ,methodenbeschr,wgs84_x,wgs84_y,dating_start,dating_certainty_start,dating_end,dating_certainty_end,dating_method,dating_certainty_range,dating_perio.do,dating_perio.do_match
451,Uckermark,Angermünde,,,464,Brandenburg,BLDAM / M. Ismail-Weber 2018,Angermünde - 79,nein,"Steinaxt, Silex (beides nicht Meso)",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,01","53,02",BLDAM / M. Ismail-Weber 2018,Q897952,101,17,Angermünde - 79,Angermünde,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1401,5302,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
452,Uckermark,Dobberzin,,,465,Brandenburg,BLDAM / M. Ismail-Weber 2018,Dobberzin - 20,nein,"Dat nach Schulz: Grobes beilähnliches Gerät aus schwarzem Feuerstein. Der Kern ist mit einer etwa 5 mm starken, weißen Feuersteinkruste umgeben, die auf der ganzen Oberfläche planmäßig abgeschlagen ist, so dass zum Teil der Schwarze Kern zum Vorsch",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,05","53,02",BLDAM / M. Ismail-Weber 2018,Q897952,315,99,Dobberzin - 20,Dobberzin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1405,5302,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
453,Uckermark,Felchow,,,466,Brandenburg,BLDAM / M. Ismail-Weber 2018,Felchow - 12,nein,"Spitze:- weißer Flint- L = 7,5 cm; Datierung fraglich",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,13","53,02",BLDAM / M. Ismail-Weber 2018,Q897952,354,115,Felchow - 12,Felchow,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1413,5302,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
454,Uckermark,Felchow,,,467,Brandenburg,BLDAM / M. Ismail-Weber 2018,Felchow - 13,nein,"pickelartiges Flintgerät- L = 8,5 cm- Br. = 5,5 cm- Beilverzeichnis Museum ANG: 1219",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,12","53,04",BLDAM / M. Ismail-Weber 2018,Q897952,355,116,Felchow - 13,Felchow,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1412,5304,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
455,Uckermark,Angermünde,,,468,Brandenburg,BLDAM / M. Ismail-Weber 2018,Angermünde - 24,nein,Silexklinge,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,97","53,03",BLDAM / M. Ismail-Weber 2018,Q897952,46,16,Angermünde - 24,Angermünde,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1397,5303,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
456,Uckermark,Gellmersdorf,,,469,Brandenburg,BLDAM / M. Ismail-Weber 2018,Gellmersdorf - 8,nein,Eckiger Schaber aus hellem Flint an 2 Seiten grob retuschiert,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,06","52,96",BLDAM / M. Ismail-Weber 2018,Q897952,450,139,Gellmersdorf - 8,Gellmersdorf,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1406,5296,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
457,Uckermark,Berkholz zu Berkholz-Meyenburg,,,470,Brandenburg,BLDAM / M. Ismail-Weber 2018,Berkholz zu Berkholz-Meyenburg - 9,nein,"Kernstein; Koordinatenkorrektur Mittelwert nach Angabe M. Schulz, Skizze W. Weiss wohl nicht lagegerecht, da ein Waldgebiet betreffend!",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,18","53,06",BLDAM / M. Ismail-Weber 2018,Q897952,159,32,Berkholz zu Berkholz-Meyenburg - 9,Berkholz zu Berkholz-Meyenburg,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1418,5306,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
458,Uckermark,Flemsdorf,,,471,Brandenburg,BLDAM / M. Ismail-Weber 2018,Flemsdorf - 19,nein,"Dat nach Schulz: Schaber:- hellgrauer Flint- L = 5,5 cm- Museum Angermünde, Beilverzeichnis: 1273",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,17","53,04",BLDAM / M. Ismail-Weber 2018,Q897952,379,119,Flemsdorf - 19,Flemsdorf,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1417,5304,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
459,Uckermark,Görlsdorf,,,472,Brandenburg,BLDAM / M. Ismail-Weber 2018,Görlsdorf - 4,nein,"Kernbeil, fragliches Stück",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,94","53,04",BLDAM / M. Ismail-Weber 2018,Q897952,465,153,Görlsdorf - 4,Görlsdorf,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1394,5304,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
460,Uckermark,Günterberg,,,473,Brandenburg,BLDAM / M. Ismail-Weber 2018,Günterberg - 13,nein,"Kernbeilchen aus dunklem Flint, Oberseite Naturkruste,   Länge: 3,5 cm, größte Breite: 3,0 cm, Dicke: 1,0 cm, Unterseite fast eben; IV 1846",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,98","53,11",BLDAM / M. Ismail-Weber 2018,Q897952,532,174,Günterberg - 13,Günterberg,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1398,5311,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
461,Uckermark,Hohenlandin,,,474,Brandenburg,BLDAM / M. Ismail-Weber 2018,Hohenlandin - 10,nein,Klingenkratzer; ein graues Kernbeil,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,12","53,1",BLDAM / M. Ismail-Weber 2018,Q897952,566,193,Hohenlandin - 10,Hohenlandin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1412,531,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
462,Uckermark,Niederlandin,,,475,Brandenburg,BLDAM / M. Ismail-Weber 2018,Niederlandin - 15,nein,"Walzenförmiges Beil aus Dioritähnlichem Gestein
 rundlicher Reibestein mit abgeriebenen Seiten",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,14","53,08",BLDAM / M. Ismail-Weber 2018,Q897952,695,308,Niederlandin - 15,Niederlandin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1414,5308,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
463,Uckermark,Schmargendorf,,,476,Brandenburg,BLDAM / M. Ismail-Weber 2018,Schmargendorf - 3,nein,"Scheibenbeil; Eingangsverzeichnis 2796, Beilverzeichnis nr. 514, Auffindungszeitraum: vor 1945",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,98","52,98",BLDAM / M. Ismail-Weber 2018,Q897952,769,389,Schmargendorf - 3,Schmargendorf,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1398,5298,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
464,Uckermark,Schönermark,,,477,Brandenburg,BLDAM / M. Ismail-Weber 2018,Schönermark - 22,nein,Schaber,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,08","53,11",BLDAM / M. Ismail-Weber 2018,Q897952,818,394,Schönermark - 22,Schönermark,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1408,5311,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
465,Uckermark,Staffelde,,,478,Brandenburg,BLDAM / M. Ismail-Weber 2018,Staffelde - 4,nein,"nur eine Klinge, Datierung ist zu prüfen, Koordintanekorrektur nach Schulz",Meso,ODERTAL,Untere Odertalniederung,"14,44","53,27",BLDAM / M. Ismail-Weber 2018,Q897952,854,419,Staffelde - 4,Staffelde,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1444,5327,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
466,Uckermark,Wartin,,,479,Brandenburg,BLDAM / M. Ismail-Weber 2018,Wartin - 11,nein,"ein Kernbeil, Datierung??IV/1145, BV 1094; Mus. Angerm. IV/1145",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,14","53,24",BLDAM / M. Ismail-Weber 2018,Q897952,936,460,Wartin - 11,Wartin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1414,5324,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
467,Uckermark,Fürstenwerder,,,480,Brandenburg,BLDAM / M. Ismail-Weber 2018,Fürstenwerder - 14,nein,"EE-M: ein Walzenbeil; Fürstenwerder (UM), Fpl.-Nr. 14. Insel in der Niederung östlich des Dammsees; keine Befestigungsreste; spätslaw. Scherben; spätslaw. Inselsiedlung (Corpus 2, 1979, 54/31).; Nordwestuckermark; Erbswerder (Halbinsel im Dammsee); M",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Woldegk-Feldberger Hügelland,"13,6","53,4",BLDAM / M. Ismail-Weber 2018,Q897952,16815,134,Fürstenwerder - 14,Fürstenwerder,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,136,534,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
468,Uckermark,Gollmitz,,,481,Brandenburg,BLDAM / M. Ismail-Weber 2018,Gollmitz - 6,nein,"Lochstab: - L = 39 cm- durchlocht 1945 verschollen; Bei Meliorationsarbeiten gefunden.
Das Fundstück selbst und auch der Fundort sind fraglich, da Pfarrer Peters sehr viele Funde gefälscht hat.",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,71","53,29",BLDAM / M. Ismail-Weber 2018,Q897952,16890,150,Gollmitz - 6,Gollmitz,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1371,5329,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
469,Uckermark,Schenkenberg,,,482,Brandenburg,BLDAM / M. Ismail-Weber 2018,Schenkenberg - 19,nein,"Kernstein, Lehmboden",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,94","53,35",BLDAM / M. Ismail-Weber 2018,Q897952,17848,385,Schenkenberg - 19,Schenkenberg,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1394,5335,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
470,Uckermark,Fürstenwerder,,,483,Brandenburg,BLDAM / M. Ismail-Weber 2018,Fürstenwerder - 88,nein,"Kernbeil, Mesolithikum; INV: IV/1309; Mus. Prenzlau; Nordrand Hügelkuppe",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Woldegk-Feldberger Hügelland,"13,62","53,39",BLDAM / M. Ismail-Weber 2018,Q897952,18312,135,Fürstenwerder - 88,Fürstenwerder,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1362,5339,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
471,Uckermark,Wollschow,,,484,Brandenburg,BLDAM / M. Ismail-Weber 2018,Wollschow - 35,nein,"eine Geweihaxt Waren IV/6/570, Melorationarbeiten",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Randowniederung,"14,24","53,39",BLDAM / M. Ismail-Weber 2018,Q897952,18431,474,Wollschow - 35,Wollschow,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1424,5339,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
472,Uckermark,Schwedt,,,485,Brandenburg,BLDAM / M. Ismail-Weber 2018,Schwedt - 4,nein,Faustkeilartiges Gerät:- schwarzbrauner Feuerstein,Meso,ODERTAL,Sandterrassen des Unteren Odertals,"14,28","53,08",BLDAM / M. Ismail-Weber 2018,Q897952,20933,402,Schwedt - 4,Schwedt,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1428,5308,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
473,Uckermark,Knehden,,,486,Brandenburg,BLDAM / M. Ismail-Weber 2018,Knehden - 8,nein,"(Datierung nach Schulz): Schaber, Flint",Meso,MECKLENBURGISCHE SEENPLATTE,Schorfheide,"13,53","53,14",BLDAM / M. Ismail-Weber 2018,Q897952,22277,223,Knehden - 8,Knehden,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1353,5314,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
474,Uckermark,Kreuzkrug,,,487,Brandenburg,BLDAM / M. Ismail-Weber 2018,Kreuzkrug - 12,nein,1 Flintschaber,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,6","53,15",BLDAM / M. Ismail-Weber 2018,Q897952,22298,242,Kreuzkrug - 12,Kreuzkrug,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,136,5315,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
475,Uckermark,Petersdorf,,,488,Brandenburg,BLDAM / M. Ismail-Weber 2018,Petersdorf - 9,nein,Klinge Silex; Museum Waren IV/86/534,Meso,MECKLENBURGISCHE SEENPLATTE,Templiner PLatte,"13,62","53,07",BLDAM / M. Ismail-Weber 2018,Q897952,22403,324,Petersdorf - 9,Petersdorf,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1362,5307,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
476,Uckermark,Templin,,,489,Brandenburg,BLDAM / M. Ismail-Weber 2018,Templin - 89,nein,Geweihhacke mit Durchbohrung; Waren IV/89/19; am Hammerfließ bei Meliorationsarbeiten entdeckt,Meso,MECKLENBURGISCHE SEENPLATTE,Schorfheide,"13,54","53,09",BLDAM / M. Ismail-Weber 2018,Q897952,22702,432,Templin - 89,Templin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1354,5309,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
477,Uckermark,Schwedt,,,490,Brandenburg,BLDAM / M. Ismail-Weber 2018,Schwedt - 6,nein,"Scheibenbeil; Luftbild: 2950/5078-01; Schwedt (UM), Fpl.-Nr. 6. Ausgedehnte Burgstadt auf mehreren Horsten zwischen den Läufen der Oder. Hauptburg u. offene oder befestigte Vorburgsiedlungen; großes Fundmaterial mit Hinweisen auf vielfältiges Handwerk",Meso,ODERTAL,Untere Odertalniederung,"14,28","53,05",BLDAM / M. Ismail-Weber 2018,Q897952,20935,403,Schwedt - 6,Schwedt,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1428,5305,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
478,Uckermark,Lychen,,,491,Brandenburg,BLDAM / M. Ismail-Weber 2018,Lychen - 10,nein,"Flint:- 1 Schaber (FM vom 27.08.1996)- 1 Pfeilspitze (FM vom 29.09.1989)
Keramik:- wenig Harte Grauware, z.Z. mit Teeranhaftungen
Schwert (1927 im See entdeckt; Museum Waren: IV/90/3):- Griffangelschwert
- Bronze- Bruchstück vom Griff bis zur Mitte der",Meso,MECKLENBURGISCHE SEENPLATTE,Neustrelitzer Kleinseenland,"13,3","53,22",BLDAM / M. Ismail-Weber 2018,Q897952,22318,271,Lychen - 10,Lychen,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,133,5322,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
479,Uckermark,Dobberzin,,,492,Brandenburg,BLDAM / M. Ismail-Weber 2018,Dobberzin - 9,nein,"Koordinatenkorrektur (Mittelwert) per kvwmap; Schulz, R.: Prähistorische Scherben im Bauernsee, in: Poseidon. Zeitschirft für Tauchsport. 1964
Seite 1/3; Kernbeil; gefäße TBK und andere",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,05","53,02",BLDAM / M. Ismail-Weber 2018,Q897952,305,100,Dobberzin - 9,Dobberzin,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1405,5302,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
480,Uckermark,Berkholz zu Berkholz-Meyenburg,,,493,Brandenburg,BLDAM / M. Ismail-Weber 2018,Berkholz zu Berkholz-Meyenburg - 13,nein,"Trapez; und Pfeilspitze; Mus. Angermünde IV/2743,2861;   
Einzelfund Mesolithikum
Einzelfund Neolithikum",Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,22","53,05",BLDAM / M. Ismail-Weber 2018,Q897952,163,31,Berkholz zu Berkholz-Meyenburg - 13,Berkholz zu Berkholz-Meyenburg,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1422,5305,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
481,Uckermark,Zichow,,,494,Brandenburg,BLDAM / M. Ismail-Weber 2018,Zichow - 1,nein,mesolithische Abschläge; Mus. Angermünde IV/3027-28; Koordinatenkorrektur per kvwmap,Meso,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,04","53,19",BLDAM / M. Ismail-Weber 2018,Q897952,41777,501,Zichow - 1,Zichow,Uckermark,Brandenburg,Deutschland,,Mesolithikum,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen,1404,5319,-8000,+/- 100 years,-4000,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",http://n2t.net/ark:/99152/p0s2rwk5zjw,relatedMatch
